sample_id,waum,true_label
0,0.919084733087799,3
1,0.955423127669566,8
2,0.9737456316162041,8
3,0.9311607134554211,0
4,0.970849458773651,6
5,0.9562712788748301,6
6,0.9617461377900071,1
7,0.967728358727119,6
8,0.953494272362265,3
9,0.933237295875127,1
10,0.9437744481290671,0
11,0.9559505860217221,9
12,0.8920615235017241,5
13,0.9451853473658981,7
14,0.9181097612119791,9
15,0.9537350094558661,8
16,0.9155740416264151,5
17,0.950790094939545,7
18,0.959980391512891,8
19,0.948075137259322,6
20,0.9382612246937151,7
21,0.9027636221035591,0
22,0.86697404419539,4
23,0.9463169022357341,9
24,0.8876310725027541,5
25,0.903564110652445,2
26,0.860244545613095,4
27,0.9508189882137971,0
28,0.9197690967930191,9
29,0.9285457609729071,6
30,0.9071973885828041,6
31,0.8660891245249761,5
32,0.8944123060578991,4
33,0.9010824363906931,5
34,0.9185777637922681,9
35,0.8749875503872461,2
36,0.8704066700519401,4
37,0.8843947043993461,1
38,0.8795366723933351,9
39,0.869631124646932,5
40,0.826147061048989,4
41,0.9286131051240061,6
42,0.8918993017676701,5
43,0.884606699638331,6
44,0.8614651030308921,0
45,0.906595410101902,9
46,0.8059775004915981,3
47,0.8699283804195841,9
48,0.8973554877784371,7
49,0.894481163859496,6
50,0.9027182765748011,9
51,0.9186841039539481,8
52,0.8585593276612661,0
53,0.7972961168344611,3
54,0.891392385816954,8
55,0.880503053151224,8
56,0.904427998570086,7
57,0.9001446532750971,7
58,0.833799200511497,4
59,0.8108042172944461,6
60,0.911036369931945,7
61,0.871416291875845,3
62,0.8371874783623191,6
63,0.7820061224664141,3
64,0.8636845544239551,6
65,0.8574897132932221,2
66,0.8269371098524241,1
67,0.8000640337461281,2
68,0.7927926934152401,3
69,0.8848324478477201,7
70,0.855194269959838,2
71,0.937799158121532,6
72,0.8663241096915191,8
73,0.9433502269870311,8
74,0.8436560205065631,0
75,0.841471041547301,2
76,0.9169615242698641,9
77,0.8747045751596191,3
78,0.8772893813255941,3
79,0.832711958882097,8
80,0.9153234627914351,8
81,0.863211830722533,1
82,0.8876403783648521,1
83,0.866244040999227,7
84,0.9451537646428191,2
85,0.7869950578519711,5
86,0.753870742185011,2
87,0.7960722367122931,7
88,0.922817825464585,8
89,0.8578799132082611,9
90,0.878208065337812,0
91,0.8235313649653191,3
92,0.9527124876281651,8
93,0.8377315761891211,6
94,0.8080805521489871,4
95,0.8677003638056571,6
96,0.842764410766706,6
97,0.8869907747227451,0
98,0.816960652836563,0
99,0.9278817142272371,7
100,0.813739387146939,4
101,0.8198830937462911,5
102,0.859284758209609,6
103,0.8960385128478661,3
104,0.9439633371702141,1
105,0.879227046356389,1
106,0.9081331050062551,3
107,0.898255310889795,6
108,0.8235848439538921,8
109,0.859448949688538,7
110,0.8464957049701931,4
111,0.8514076829529831,0
112,0.8955945133525841,6
113,0.885861403202662,2
114,0.8794260797783231,1
115,0.8678283839478991,3
116,0.8720766944693231,0
117,0.8174498122875861,4
118,0.7850195251163271,2
119,0.915573096573091,7
120,0.7967375177012821,8
121,0.8406341696875911,3
122,0.909550099490907,1
123,0.9154879783877261,2
124,0.8864747173528601,8
125,0.899777948043292,0
126,0.8216861466057941,8
127,0.8326858327001591,3
128,0.8023574595030251,5
129,0.7867703054203421,2
130,0.865178135247024,4
131,0.864889827912877,1
132,0.9022877410192941,8
133,0.833184331021219,9
134,0.7402147470831021,1
135,0.790052581718598,2
136,0.8490351412933971,9
137,0.9013453471151581,7
138,0.8355240493344731,2
139,0.8422849797412401,9
140,0.880333872185019,6
141,0.855948595110248,5
142,0.8955195828619581,6
143,0.8514090925000811,3
144,0.9037054253816871,8
145,0.8869184628761431,7
146,0.9023139838650801,6
147,0.8656680693006401,2
148,0.906889748800057,5
149,0.8193073227637181,2
150,0.8103788910685831,8
151,0.8058000791912521,9
152,0.889007874657567,6
153,0.8864053025389821,0
154,0.8466165258613101,0
155,0.869124760566038,5
156,0.8633528060064101,2
157,0.8718750548936061,9
158,0.8929884846193721,5
159,0.8800491112523701,4
160,0.90872895105975,2
161,0.8512968391855361,1
162,0.8614733096953201,6
163,0.822080600243799,6
164,0.8748705580861471,8
165,0.7745802066956321,4
166,0.877478915948239,8
167,0.790581353639746,4
168,0.9156323371755271,5
169,0.8010373267768901,0
170,0.8668388118440781,9
171,0.8721580459988991,9
172,0.8387447823334491,9
173,0.869009328069945,8
174,0.9136921637646711,9
175,0.842908973555294,9
176,0.73664848603234,3
177,0.867578169826934,7
178,0.808560048515747,5
179,0.852074629038803,0
180,0.853587543874136,0
181,0.842200978260443,5
182,0.8371145764768451,2
183,0.773178803574415,2
184,0.7955249705407531,3
185,0.9027187840175851,8
186,0.838465931955592,6
187,0.7933320633696641,3
188,0.855843751516676,4
189,0.895774919885246,0
190,0.7775239697354961,5
191,0.8458531635946601,8
192,0.8984399999820851,0
193,0.8561300724637521,1
194,0.7584403408497951,7
195,0.8070193064213621,2
196,0.8336686615216121,8
197,0.8490272830880391,8
198,0.8825898790818291,7
199,0.882341725916254,8
200,0.771963912154752,5
201,0.8711201523009421,1
202,0.9109771667183261,8
203,0.8645155069503061,7
204,0.880249025968533,1
205,0.794997063246292,3
206,0.819511620177333,0
207,0.83701310811129,5
208,0.925353459127165,7
209,0.80230664304038,9
210,0.853613468297108,7
211,0.8786073129116071,4
212,0.827683836725544,5
213,0.9162716179563191,9
214,0.8218108796055781,8
215,0.790237026468905,0
216,0.82202605468996,7
217,0.882142777256489,9
218,0.736556328227959,8
219,0.876943330058314,2
220,0.8824116186409061,7
221,0.886489500158649,6
222,0.921163447674565,9
223,0.739301658973035,4
224,0.7776998128565471,3
225,0.8060241895873731,9
226,0.779668529868753,6
227,0.708424647417159,4
228,0.8513804185936831,7
229,0.860042086852397,6
230,0.8852992917295681,5
231,0.8838694065233541,1
232,0.8812746756031491,5
233,0.794763110701942,8
234,0.9014128020487531,8
235,0.9578733524637361,0
236,0.7652021799724471,4
237,0.8015263338848081,0
238,0.82938712880131,5
239,0.8763388639514321,5
240,0.884169736247261,1
241,0.842130663807207,1
242,0.8810386626042931,8
243,0.843803172444562,9
244,0.846299840759916,0
245,0.8772392439693081,3
246,0.775053011287062,1
247,0.8453120939636851,9
248,0.8101091489560661,2
249,0.84729615189578,2
250,0.7677748885358501,5
251,0.933892631796647,3
252,0.8348903207402091,9
253,0.850250118099496,9
254,0.7637084508333011,4
255,0.7789227880362081,0
256,0.8085456062701001,3
257,0.934077813528512,0
258,0.9273737310616291,0
259,0.869285093926031,9
260,0.860893950463906,8
261,0.917348742639659,1
262,0.808470725765527,5
263,0.887762705374997,7
264,0.8270534222480511,0
265,0.758216119751534,8
266,0.8246638888553751,2
267,0.7641871537955051,4
268,0.8560752977103381,7
269,0.7867021228509381,0
270,0.7837124647191831,2
271,0.834404028904801,3
272,0.8703836534911521,6
273,0.831502334522297,3
274,0.916608763009875,8
275,0.750639360131768,5
276,0.8976781075504721,0
277,0.8174157012334211,3
278,0.857164681542203,4
279,0.870786452392389,3
280,0.897209576200176,9
