sample_id,waum,true_label
0,0.6021806578560159,3
1,0.7169455896683694,8
2,0.7953601860057872,8
3,0.36521768861824155,0
4,0.7512438117355282,6
5,0.46386969711044446,6
6,0.7200848147123613,1
7,0.6918681601633516,6
8,0.6057840766585139,3
9,0.3154309720008077,1
10,0.6816474228018315,0
11,0.6867492906480354,9
12,0.7181339879080888,5
13,0.725751648073783,7
14,0.7704963549746061,9
15,0.669069506766314,8
16,0.7212714729937043,5
17,0.7953751940108498,7
18,0.7768789417395828,8
19,0.74929940662291,6
20,0.7748134510834676,7
21,0.4532300071510624,0
22,0.5786355051917179,4
23,0.7243051999127413,9
24,0.6506888487730907,5
25,0.7803642319285041,2
26,0.6754393780184751,4
27,0.7064243839804366,0
28,0.7979866425386308,9
29,0.6865925821698743,6
30,0.7373882937835745,6
31,0.529815816004611,5
32,0.1709214933979526,4
33,0.7107517645767164,5
34,0.7753146823657058,9
35,0.5201921417503943,2
36,0.4275547476100582,4
37,0.614695120668472,1
38,0.692155415163193,9
39,0.7654471186704896,5
40,0.6306858214654223,4
41,0.7782953120411328,6
42,0.7089709185595394,5
43,0.6910063906672809,6
44,0.6103593026097472,0
45,0.7576833866833154,9
46,0.09095537831747598,3
47,0.1596118255462898,9
48,0.7282644674142944,7
49,0.764728303518806,6
50,0.7074689882337931,9
51,0.5648327701945153,8
52,0.6789904679526019,0
53,0.38780985924924516,3
54,0.7806475620406369,8
55,0.8066037573830029,8
56,0.6727978048109606,7
57,0.6118423227351248,7
58,0.47622016970711495,4
59,0.16166717631647065,6
60,0.784141739250371,7
61,0.7041089502760925,3
62,0.6175521671687436,6
63,0.4250168361316256,3
64,0.778329618512024,6
65,0.7185644541679673,2
66,0.7590068213186899,1
67,0.6628483044129383,2
68,0.1506179967267765,3
69,0.6646817012228814,7
70,0.6684663453474217,2
71,0.7705456055961564,6
72,0.7241214336385124,8
73,0.7395938880023374,8
74,0.4388653681724676,0
75,0.7233856678111451,2
76,0.7291787114836413,9
77,0.7340814469421347,3
78,0.6731390418276475,3
79,0.6649831181292643,8
80,0.7246949722867017,8
81,0.6763616067784842,1
82,0.8054630889176085,1
83,0.7791530616089944,7
84,0.6364120800718395,2
85,0.6066495737200372,5
86,0.06409121074752037,2
87,0.6850628813584343,7
88,0.7711792542344663,8
89,0.7368048003584011,9
90,0.7678341497796135,0
